avg_red,avg_green,avg_blue,std_red,std_green,std_blue,green_ratio,disease_ratio,brown_ratio,yellow_ratio,texture_contrast,texture_energy,brightness,saturation,label,treatment
121.225,82.9243,48.7084,41.5793,44.1319,25.8305,0.3073,0.2691,0.2565,0.1054,0.0674,0.2275,100.16,0.4808,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
106.8123,116.6048,34.1753,50.1441,50.1125,27.4375,0.2307,0.176,0.1229,0.2986,0.0907,0.2462,102.6916,0.3868,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
83.9031,122.047,49.5575,54.4069,41.8027,26.1368,0.1787,0.2285,0.0952,0.1406,0.0729,0.3411,93.0599,0.4334,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
141.1165,159.465,126.617,23.8868,23.5117,31.4045,0.1579,0.2202,0.0887,0.1114,0.0255,0.4075,171.4535,0.1706,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
106.6415,81.9256,54.421,44.5914,32.6105,34.8618,0.1448,0.4771,0.2555,0.0927,0.0472,0.281,84.4975,0.5503,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
74.9294,130.3618,63.3126,34.8777,32.6041,24.2574,0.4615,0.0441,0.0663,0.0571,0.0196,0.4201,98.6164,0.4813,Healthy,No treatment needed. Continue regular maintenance and monitoring.
123.1134,109.1432,56.1238,44.5222,45.8023,29.7692,0.253,0.172,0.1086,0.1578,0.0578,0.2624,94.2988,0.4672,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
117.8474,83.5472,40.4394,42.3211,38.3205,24.4109,0.2055,0.4526,0.2713,0.1591,0.0752,0.3281,75.3298,0.5156,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
122.6804,114.7506,59.8248,39.8968,50.4259,29.0591,0.3565,0.3109,0.2467,0.1052,0.0746,0.3223,96.9776,0.4342,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
86.8281,81.9119,60.498,47.0546,43.4506,29.3666,0.2794,0.2955,0.2689,0.0479,0.0798,0.2938,84.2713,0.574,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
113.1388,86.5112,46.5277,38.3656,29.4664,31.4634,0.1454,0.3685,0.2498,0.085,0.0427,0.2067,83.6128,0.4913,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
154.3787,122.4095,45.7035,54.4927,36.0027,28.5167,0.2762,0.2804,0.2692,0.0838,0.0543,0.2278,82.8512,0.3679,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
115.3566,140.793,65.0587,53.513,55.608,21.4175,0.2687,0.1744,0.1367,0.1808,0.0827,0.3214,87.2392,0.3907,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
73.4447,105.5721,67.7569,34.6527,40.2148,32.6907,0.1551,0.2007,0.0531,0.1493,0.0344,0.2437,85.4864,0.3215,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
149.8432,175.9292,137.4348,20.9868,23.5635,23.4977,0.2374,0.2152,0.0706,0.1542,0.026,0.4466,144.6991,0.2778,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
99.99,85.2479,52.2419,32.622,33.7751,19.0558,0.3185,0.2615,0.2661,0.1034,0.0479,0.2271,86.4516,0.4548,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
107.4591,117.0939,54.2664,39.6734,42.9882,26.8528,0.3256,0.3025,0.217,0.0948,0.0635,0.2002,81.0301,0.4965,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
140.7727,124.3153,58.1066,43.3421,31.2697,29.619,0.2605,0.3269,0.2692,0.0453,0.0448,0.2605,94.5696,0.4877,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
109.9973,102.375,50.1402,42.5738,34.5686,22.2693,0.2888,0.3551,0.2457,0.1046,0.0639,0.2587,96.7173,0.3821,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
78.9023,132.7833,55.4675,37.2623,36.6337,26.2019,0.5998,0.0458,0.0708,0.0285,0.0234,0.3371,79.4624,0.5691,Healthy,No treatment needed. Continue regular maintenance and monitoring.
79.1792,117.8119,71.3945,38.9123,44.0145,29.8953,0.2958,0.1744,0.1137,0.0813,0.0439,0.373,85.4671,0.4141,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
64.6611,96.1016,61.5477,35.7543,41.1153,35.1809,0.3155,0.135,0.1634,0.1709,0.0274,0.3433,87.2366,0.3569,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
121.7045,88.1573,44.3297,51.2702,33.9883,21.267,0.1479,0.4368,0.1881,0.3473,0.0437,0.2217,88.3619,0.555,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
78.7273,150.7351,52.9566,22.9577,27.2169,27.424,0.4476,0.1326,0.0084,0.0639,0.0211,0.3761,89.5508,0.5439,Healthy,No treatment needed. Continue regular maintenance and monitoring.
119.4638,106.3106,42.6836,40.5593,37.9773,30.85,0.2091,0.1983,0.1801,0.1003,0.0376,0.2229,89.2473,0.4542,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
130.2785,161.0131,158.232,25.4666,20.8756,27.4344,0.2508,0.2955,0.0728,0.1143,0.0247,0.41,154.2208,0.202,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
178.5761,147.4587,141.2171,21.9852,28.3711,27.3064,0.1761,0.1658,0.0277,0.1003,0.0194,0.5253,134.3848,0.148,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
86.3893,109.9417,82.3446,37.1392,35.3595,35.2419,0.2768,0.2445,0.1958,0.1056,0.048,0.3002,91.1019,0.3515,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
90.8522,120.0341,78.3173,34.0476,38.3148,39.4948,0.356,0.2036,0.0711,0.1338,0.047,0.2198,94.015,0.3292,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
140.6814,107.9405,42.8404,32.2827,42.9709,22.4142,0.2916,0.3644,0.1148,0.3162,0.0478,0.2029,113.2281,0.5127,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
105.5448,113.1475,56.503,55.1334,57.5672,31.5657,0.2466,0.2228,0.1545,0.2674,0.0836,0.3318,101.2951,0.4779,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
148.7334,100.3061,41.5677,31.4761,33.7602,20.0801,0.1942,0.405,0.1763,0.3139,0.06,0.273,97.3445,0.5222,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
110.3349,67.1303,64.4892,54.2419,35.2341,26.9842,0.2348,0.343,0.2762,0.0277,0.0649,0.2689,90.9072,0.4729,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
139.2176,80.1435,54.3419,36.1248,30.7275,20.3877,0.2336,0.3766,0.1719,0.2196,0.0426,0.2454,117.081,0.5432,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
102.0822,103.4296,48.2388,48.3203,37.8304,21.621,0.3052,0.2853,0.2641,0.08,0.0647,0.2417,85.2853,0.4271,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
104.5889,113.5479,55.5996,30.6537,42.2064,19.2566,0.6431,0.0803,0.0304,0.0392,0.021,0.356,95.698,0.4969,Healthy,No treatment needed. Continue regular maintenance and monitoring.
120.8461,114.0383,36.3439,38.3067,42.3322,16.3631,0.1434,0.3962,0.196,0.2055,0.0541,0.2732,81.4676,0.5979,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
84.9043,157.1992,60.7737,25.6936,42.6156,27.1556,0.467,0.0743,0.0325,0.0023,0.0246,0.4564,81.0143,0.5538,Healthy,No treatment needed. Continue regular maintenance and monitoring.
108.0766,99.9301,72.3634,49.2806,46.9791,25.173,0.3014,0.2893,0.1311,0.2427,0.0782,0.2857,81.9485,0.4099,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
174.5921,146.3681,138.4331,26.8453,23.2566,32.3216,0.2022,0.3042,0.0479,0.0623,0.0275,0.3716,160.645,0.1335,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
127.0617,98.021,51.5125,48.8832,43.3127,25.0418,0.29,0.3182,0.2003,0.0761,0.0474,0.2578,83.3549,0.5051,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
118.4255,107.3535,54.796,43.697,38.2919,25.5846,0.2594,0.1949,0.2687,0.089,0.0507,0.3559,90.6961,0.3982,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
109.2951,90.1363,45.7596,51.1929,48.9486,28.8863,0.3221,0.2206,0.1036,0.168,0.0847,0.2828,83.0242,0.3815,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
109.3151,113.0406,52.8832,32.0708,35.8824,23.8049,0.2163,0.3326,0.1906,0.2758,0.0351,0.168,111.3476,0.587,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
176.5976,146.8382,142.1814,26.1777,26.4946,28.6871,0.2313,0.1555,0.0516,0.1179,0.0337,0.4876,166.9823,0.1686,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
105.2593,116.9481,73.2683,39.3268,40.5362,36.9228,0.3368,0.182,0.1469,0.1237,0.0389,0.311,93.3282,0.3998,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
86.2704,125.8281,65.9495,31.0076,41.9187,31.5142,0.3177,0.2945,0.1474,0.1211,0.0259,0.31,97.6884,0.2914,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
90.5985,155.1934,65.2225,29.5104,46.3622,28.5561,0.5959,0.0417,0.0242,0.0359,0.0207,0.3554,96.4098,0.6153,Healthy,No treatment needed. Continue regular maintenance and monitoring.
83.2997,119.8508,65.5355,34.5913,37.5743,27.9163,0.3434,0.1857,0.0769,0.142,0.0279,0.2839,101.5408,0.2902,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
169.0298,147.9427,153.0713,26.5281,15.6301,31.4984,0.1638,0.2769,0.0789,0.1078,0.0433,0.4111,161.2482,0.2122,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
146.3808,110.7149,65.2394,35.032,29.3979,18.9805,0.2216,0.2765,0.1509,0.4016,0.0515,0.2383,94.4366,0.6039,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
80.4976,130.2343,72.8164,32.7885,29.4427,25.986,0.5899,0.1142,0.0816,0.0097,0.0159,0.3297,92.6598,0.548,Healthy,No treatment needed. Continue regular maintenance and monitoring.
93.1082,122.117,47.2683,50.1924,53.2533,29.7347,0.2765,0.2302,0.1209,0.1446,0.0739,0.3527,100.1629,0.4229,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
169.4473,160.5149,164.2133,25.1756,27.309,22.7454,0.147,0.19,0.0855,0.0,0.0268,0.2703,146.6871,0.1604,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
158.2159,111.4871,49.9527,38.1225,31.7195,27.077,0.1951,0.3976,0.1565,0.3877,0.0597,0.1982,89.312,0.5847,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
158.1491,101.2586,55.0188,45.6823,35.5156,20.1942,0.1714,0.3777,0.1728,0.2805,0.028,0.3007,101.712,0.5272,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
160.4537,100.4396,41.7616,45.664,42.987,24.5788,0.1873,0.3494,0.1532,0.3193,0.0401,0.2789,100.7696,0.4471,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
103.4959,49.4446,54.3603,54.709,41.7585,28.4199,0.2037,0.2829,0.3016,0.0454,0.0771,0.2355,72.2508,0.4078,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
77.0586,147.7865,52.0748,29.4263,37.5249,28.463,0.454,0.07,0.0405,0.0169,0.0288,0.3962,82.3912,0.5751,Healthy,No treatment needed. Continue regular maintenance and monitoring.
79.8484,124.6137,45.9368,29.5845,27.4764,28.0402,0.5566,0.0363,0.0438,0.015,0.0216,0.4336,76.2483,0.5269,Healthy,No treatment needed. Continue regular maintenance and monitoring.
103.508,78.0968,31.8539,39.8134,39.3091,32.4915,0.2173,0.3384,0.1795,0.0754,0.0679,0.2352,90.1918,0.5748,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
112.3471,107.701,43.4673,49.4981,41.6699,33.9531,0.3489,0.1249,0.0752,0.127,0.0631,0.3182,92.8194,0.3905,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
121.9312,110.6723,50.9198,66.1843,43.0745,33.711,0.3337,0.2395,0.1085,0.2188,0.0741,0.2979,108.6015,0.3544,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
87.8175,106.639,58.3856,57.7086,46.1005,27.8526,0.2807,0.2891,0.2364,0.038,0.0718,0.2095,78.6016,0.4039,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
70.8929,121.574,65.9723,25.2583,37.316,19.5314,0.6179,0.043,0.061,0.0425,0.0165,0.4033,97.6044,0.4877,Healthy,No treatment needed. Continue regular maintenance and monitoring.
108.9206,115.7902,60.6744,44.294,41.5569,32.094,0.2487,0.259,0.1355,0.1452,0.0349,0.3634,99.2945,0.3166,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
96.8483,113.5323,61.3546,56.7148,47.3138,29.5946,0.3279,0.2484,0.1353,0.1358,0.0703,0.2573,94.5415,0.4087,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
96.011,101.2047,33.4121,40.4974,40.9416,29.7684,0.1321,0.3224,0.3377,0.0514,0.0772,0.2163,72.7107,0.5509,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
114.1522,100.1188,55.5621,48.7637,34.4137,24.5433,0.1895,0.3468,0.2849,0.0504,0.0733,0.2144,82.2337,0.5546,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
174.7556,114.0861,48.3368,35.0768,37.8557,19.1061,0.2833,0.3217,0.1455,0.2667,0.0401,0.2797,104.8191,0.6225,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
87.1025,179.7789,63.6748,28.4324,39.609,26.9308,0.5836,0.0982,0.0911,0.0074,0.0224,0.3429,100.5551,0.4649,Healthy,No treatment needed. Continue regular maintenance and monitoring.
120.6824,106.7,69.8532,42.1094,39.6223,20.7845,0.1365,0.3707,0.2197,0.1154,0.0435,0.3008,104.9505,0.471,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
118.0871,117.9977,30.2919,44.4906,33.1611,24.8101,0.1534,0.4503,0.0914,0.2599,0.04,0.1798,100.8507,0.6584,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
94.7811,94.8077,47.4947,58.6994,43.2497,25.1986,0.2144,0.4071,0.2999,0.0127,0.0677,0.2611,73.1997,0.5328,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
131.8774,100.7387,47.298,37.2109,34.3386,22.7869,0.3276,0.4584,0.2873,0.0712,0.0707,0.2505,65.6229,0.4972,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
93.6128,107.3811,54.0854,32.3443,37.8113,26.5438,0.1905,0.2612,0.2639,0.1663,0.0554,0.3228,78.2294,0.4929,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
131.0034,93.0368,50.5056,37.782,30.7309,19.4273,0.2549,0.3423,0.1453,0.3009,0.0308,0.1912,103.0265,0.5058,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
95.2157,145.0745,73.1163,38.2265,42.6281,30.6859,0.3776,0.1854,0.1517,0.1066,0.0304,0.3446,83.1627,0.3768,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
134.2002,93.9112,34.972,38.9252,36.9287,24.8106,0.232,0.3401,0.1648,0.3075,0.0594,0.2811,100.2743,0.4962,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
77.3022,142.3181,78.0435,29.0455,38.5988,19.8269,0.4735,0.0942,0.0797,0.0371,0.0184,0.38,82.4959,0.5563,Healthy,No treatment needed. Continue regular maintenance and monitoring.
129.1471,91.8748,47.5778,45.9629,37.3379,25.3392,0.094,0.351,0.1586,0.0634,0.044,0.2183,80.0603,0.4508,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
90.8227,107.1976,56.4893,30.8078,42.463,32.0476,0.2815,0.1544,0.1673,0.0865,0.0425,0.3105,92.2902,0.3729,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
79.3368,151.3343,60.6428,24.6113,31.4235,27.7184,0.4916,0.0865,0.0509,0.017,0.0307,0.4054,74.7486,0.5312,Healthy,No treatment needed. Continue regular maintenance and monitoring.
79.8436,103.6933,66.6995,42.7748,45.549,37.7376,0.3492,0.2473,0.0994,0.1121,0.0301,0.3216,97.4728,0.3567,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
84.5032,87.4826,50.4182,44.815,38.7678,26.0449,0.2708,0.3298,0.2316,0.0308,0.0617,0.2495,84.3558,0.5074,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
159.1797,98.3692,30.016,50.2224,30.0139,17.7639,0.2752,0.3569,0.1475,0.329,0.0608,0.2367,113.6796,0.4219,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
163.1977,111.3947,40.0617,46.0112,41.0327,23.0762,0.175,0.3552,0.1615,0.2887,0.0594,0.1888,86.5516,0.5609,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
102.6565,100.2995,39.9648,38.0068,41.7912,17.9805,0.2652,0.2293,0.1634,0.085,0.0634,0.313,85.5186,0.4652,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
112.7753,132.0412,58.4165,44.1467,46.7302,34.7391,0.217,0.1153,0.1452,0.2256,0.0791,0.2569,101.6378,0.4338,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
98.2132,85.3034,47.9967,39.0101,37.8287,24.6707,0.1262,0.4412,0.2008,0.0714,0.0561,0.2557,98.1308,0.4962,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
91.0412,105.1985,51.2994,49.8128,43.3947,35.2032,0.3208,0.2403,0.062,0.2584,0.0277,0.3334,103.4088,0.3984,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
109.983,96.2864,42.9345,44.8504,39.3875,26.9649,0.1054,0.3191,0.3692,0.0321,0.0574,0.1927,85.5095,0.5722,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
120.7396,109.2261,50.1342,47.1787,39.5555,20.4414,0.4009,0.3974,0.2001,0.0469,0.0642,0.2835,92.8454,0.4596,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
167.8667,176.668,155.9001,21.1107,17.2297,41.7981,0.2708,0.2594,0.0346,0.1385,0.0291,0.4144,163.9446,0.1934,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
95.1038,129.4619,30.9301,28.1259,29.8073,18.4749,0.451,0.0833,0.0766,0.0363,0.017,0.3982,90.4091,0.4783,Healthy,No treatment needed. Continue regular maintenance and monitoring.
93.2817,128.9817,62.2409,30.063,35.4884,21.908,0.552,0.0949,0.079,0.0492,0.0308,0.3493,103.7232,0.531,Healthy,No treatment needed. Continue regular maintenance and monitoring.
128.2795,95.8708,54.0842,45.8865,34.1909,28.8415,0.3718,0.2733,0.2786,0.1249,0.0502,0.2218,92.4157,0.4226,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
102.4873,85.9288,57.4298,50.9257,37.5868,32.9871,0.1896,0.3102,0.3247,0.0482,0.0701,0.2665,72.9535,0.5231,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
75.7281,147.4529,69.004,32.2561,40.9175,20.2878,0.6834,0.1257,0.0647,0.0656,0.0117,0.359,87.647,0.5633,Healthy,No treatment needed. Continue regular maintenance and monitoring.
86.192,146.2708,43.3059,32.7168,31.6869,27.2824,0.4889,0.0259,0.0174,0.031,0.0213,0.3438,101.3859,0.4203,Healthy,No treatment needed. Continue regular maintenance and monitoring.
157.0915,166.5465,128.1712,21.9049,20.9676,30.4249,0.1365,0.2158,0.0459,0.0896,0.0181,0.4244,167.473,0.1854,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
95.1984,103.3159,53.1234,46.2776,52.1741,29.743,0.3377,0.2054,0.08,0.1708,0.1007,0.309,77.1461,0.394,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
142.1267,97.6789,56.7471,52.7332,37.335,22.7164,0.4086,0.2918,0.2279,0.1147,0.0527,0.2397,92.0299,0.3603,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
97.3874,77.7853,55.3735,46.6732,45.6473,22.032,0.2867,0.4066,0.1845,0.034,0.0712,0.1872,78.8157,0.5256,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
108.9402,80.2207,51.8127,53.4441,42.9205,22.0019,0.1552,0.2863,0.1852,0.0725,0.0664,0.1946,93.1011,0.4579,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
160.4059,97.2255,47.8996,37.4505,35.9109,25.5675,0.1586,0.3392,0.1574,0.4441,0.0414,0.3316,118.0398,0.5442,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
119.6738,93.5975,45.5433,41.3329,23.7924,23.6345,0.2148,0.3279,0.1937,0.0892,0.027,0.2364,92.448,0.4446,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
142.0141,107.2179,47.6621,42.7991,36.1882,17.157,0.1731,0.3472,0.1387,0.363,0.0384,0.2357,108.5771,0.532,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
115.675,81.337,39.8853,43.4894,37.8655,25.6748,0.2364,0.3534,0.2804,0.1029,0.0359,0.1901,102.3515,0.48,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
124.113,103.139,76.2342,44.6973,44.7394,30.4978,0.296,0.1584,0.1465,0.1427,0.0349,0.2883,81.4301,0.3993,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
110.4926,134.723,58.6739,41.3789,31.5466,26.7641,0.2518,0.2252,0.121,0.1133,0.0415,0.3537,97.346,0.4047,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
94.5539,97.9815,41.6949,37.7573,39.7699,15.2836,0.3021,0.3526,0.1854,0.0695,0.0719,0.284,97.481,0.439,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
123.7645,95.1487,51.687,48.2748,35.613,19.5024,0.2235,0.3685,0.2369,0.1442,0.0302,0.3048,92.1204,0.5074,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
129.8101,94.629,53.3994,37.3155,30.5038,28.902,0.2941,0.3013,0.1509,0.0713,0.0688,0.3397,85.4663,0.377,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
170.882,137.578,132.0236,24.5157,30.4622,29.7675,0.198,0.2205,0.0697,0.1671,0.038,0.4159,161.7549,0.2031,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
86.2707,143.7662,79.7644,22.1788,43.0861,25.4174,0.4781,0.0401,0.0462,0.0484,0.0194,0.4404,80.4882,0.5193,Healthy,No treatment needed. Continue regular maintenance and monitoring.
82.8892,122.8582,53.3555,61.7438,54.4935,26.8478,0.3224,0.2284,0.1136,0.1491,0.0754,0.2909,97.542,0.3838,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
119.4325,104.5803,59.5899,37.9172,39.1389,24.9238,0.4339,0.1824,0.1087,0.1264,0.0573,0.2628,94.2079,0.4544,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
175.1509,154.31,134.2942,22.3447,24.0357,27.8298,0.2021,0.271,0.0718,0.1504,0.0449,0.4262,165.9946,0.1659,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
115.4344,119.6048,46.3079,44.3085,49.7736,22.6592,0.2273,0.2933,0.2541,0.0766,0.0726,0.2659,76.5814,0.5304,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
108.8264,103.1394,73.5093,46.7041,52.5928,33.8461,0.2916,0.2503,0.1074,0.1291,0.065,0.2755,90.8443,0.3548,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
110.5969,110.4693,51.6808,56.6216,49.3864,19.8282,0.2414,0.2688,0.1135,0.2874,0.0952,0.2863,117.5291,0.4212,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
93.5846,145.7728,64.3848,30.0981,38.3643,27.3673,0.5217,0.0628,0.052,0.061,0.0138,0.3213,96.6476,0.5231,Healthy,No treatment needed. Continue regular maintenance and monitoring.
